web-scraper-order,web-scraper-start-url,Reg,Aircraft Type,Config,Delivered,Fleet Number,Age
"1519894911-7202","https://www.planespotters.net/airline/All-Nippon-Airways?p=1","JA68AN","Boeing 737-881(WL)","C8Y158","28. Aug 2012","null","5.5 Years"
"1519894901-6995","https://www.planespotters.net/airline/All-Nippon-Airways?p=5","JA885A","Boeing 787-9 Dreamliner","C40W14Y192","02. Oct 2016","null","1.4 Years"
"1519894909-7126","https://www.planespotters.net/airline/All-Nippon-Airways?p=2","JA605A","Boeing 767-381(ER)","C10Y260","11. Jul 2002","null","15.7 Years"
"1519894904-7026","https://www.planespotters.net/airline/All-Nippon-Airways?p=4","JA809A","Boeing 787-8 Dreamliner","C12Y323","20. Jun 2012","null","5.8 Years"
"1519894904-7054","https://www.planespotters.net/airline/All-Nippon-Airways?p=4","JA830A","Boeing 787-9 Dreamliner","W18Y377","27. Jul 2014","null","3.9 Years"
"1519894911-7162","https://www.planespotters.net/airline/All-Nippon-Airways?p=1","JA8997","Airbus A320-211","Y166","28. Feb 1997","null","21.1 Years"
"1519894909-7146","https://www.planespotters.net/airline/All-Nippon-Airways?p=2","JA624A","Boeing 767-381(ER)(WL)","C35Y167","31. Aug 2011","null","6.5 Years"
"1519894911-7183","https://www.planespotters.net/airline/All-Nippon-Airways?p=1","JA17AN","Boeing 737-781(WL)","C8Y112","13. Feb 2008","null","10.1 Years"
"1519894901-6982","https://www.planespotters.net/airline/All-Nippon-Airways?p=5","JA837A","Boeing 787-9 Dreamliner","C48W21Y146","31. May 2015","null","2.8 Years"
"1519894911-7169","https://www.planespotters.net/airline/All-Nippon-Airways?p=1","JA113A","Airbus A321-211(WL)","C8Y186","14. Dec 2016","null","1.2 Years"
"1519894911-7205","https://www.planespotters.net/airline/All-Nippon-Airways?p=1","JA71AN","Boeing 737-881(WL)","C8Y158","04. Feb 2013","null","5.1 Years"
"1519894909-7120","https://www.planespotters.net/airline/All-Nippon-Airways?p=2","JA86AN","Boeing 737-881(WL)","C8Y158","29. Mar 2016","null","1.9 Years"
"1519894904-7036","https://www.planespotters.net/airline/All-Nippon-Airways?p=4","JA819A","Boeing 787-8 Dreamliner","C12Y323","30. May 2013","null","4.8 Years"
"1519894907-7091","https://www.planespotters.net/airline/All-Nippon-Airways?p=3","JA734A","Boeing 777-381(ER)","F8C52W24Y166","23. Mar 2006","null","12.0 Years"
"1519894911-7173","https://www.planespotters.net/airline/All-Nippon-Airways?p=1","JA131A","Airbus A321-272N","C8Y186","05. Sep 2017","null","0.5 Years"
"1519894901-6981","https://www.planespotters.net/airline/All-Nippon-Airways?p=5","JA836A","Boeing 787-9 Dreamliner","C48W21Y146","21. Apr 2015","null","2.9 Years"
"1519894909-7145","https://www.planespotters.net/airline/All-Nippon-Airways?p=2","JA623A","Boeing 767-381(ER)(WL)","C35Y167","29. Mar 2011","null","7.0 Years"
"1519894907-7086","https://www.planespotters.net/airline/All-Nippon-Airways?p=3","JA744A","Boeing 777-281(ER)","C21Y384","29. May 2013","null","4.8 Years"
"1519894901-6996","https://www.planespotters.net/airline/All-Nippon-Airways?p=5","JA886A","Boeing 787-9 Dreamliner","C40W14Y192","24. Oct 2016","null","1.4 Years"
"1519894911-7156","https://www.planespotters.net/airline/All-Nippon-Airways?p=1","JA8300","Airbus A320-211","Y166","25. Sep 1995","null","22.6 Years"
"1519894907-7075","https://www.planespotters.net/airline/All-Nippon-Airways?p=3","JA710A","Boeing 777-281(ER)","C35Y271","03. Oct 2000","null","17.5 Years"
"1519894907-7069","https://www.planespotters.net/airline/All-Nippon-Airways?p=3","JA704A","Boeing 777-281","C21Y384","26. Mar 1998","null","20.0 Years"
"1519894904-7010","https://www.planespotters.net/airline/All-Nippon-Airways?p=4","JA786A","Boeing 777-381(ER)","F8C68W24Y112","17. May 2010","null","7.9 Years"
"1519894904-7048","https://www.planespotters.net/airline/All-Nippon-Airways?p=4","JA834A","Boeing 787-8 Dreamliner","C42Y198","20. Aug 2014","null","3.6 Years"
"1519894907-7085","https://www.planespotters.net/airline/All-Nippon-Airways?p=3","JA743A","Boeing 777-281(ER)","C21Y384","28. Mar 2013","null","4.9 Years"
