web-scraper-order,web-scraper-start-url,Reg,Aircraft Type,Config,Delivered,Fleet Number,Age
"1519892607-2736","https://www.planespotters.net/airline/Delta-Air-Lines?p=8","N817DN","Boeing 737-932(ER)(WL)","C20W21Y139","18. Mar 2014","3817","4.0 Years"
"1519892622-3042","https://www.planespotters.net/airline/Delta-Air-Lines?p=2","N342NW","Airbus A320-212","C12W18Y120","29. Oct 2008","3242","25.4 Years"
"1519892607-2719","https://www.planespotters.net/airline/Delta-Air-Lines?p=8","N776DE","Boeing 737-8EH(WL)","C16W30Y108","03. Feb 2017","3776","4.5 Years"
"1519892609-2787","https://www.planespotters.net/airline/Delta-Air-Lines?p=7","N3763D","Boeing 737-832(WL)","C16W18Y126","19. Dec 2001","3763","16.3 Years"
"1519892622-3058","https://www.planespotters.net/airline/Delta-Air-Lines?p=2","N359NW","Airbus A320-212","C12W18Y120","29. Oct 2008","3259","19.8 Years"
"1519892622-3024","https://www.planespotters.net/airline/Delta-Air-Lines?p=2","N324US","Airbus A320-211","C12W18Y120","29. Oct 2008","3224","26.3 Years"
"1519892596-2505","https://www.planespotters.net/airline/Delta-Air-Lines?p=12","N585NW","Boeing 757-351(WL)","C24W26Y184","29. Oct 2008","5805","15.4 Years"
"1519892607-2724","https://www.planespotters.net/airline/Delta-Air-Lines?p=8","N805DN","Boeing 737-932(ER)(WL)","C20W21Y139","01. Nov 2013","3805","4.4 Years"
"1519892614-2875","https://www.planespotters.net/airline/Delta-Air-Lines?p=5","N920AT","Boeing 717-231","C12W15Y83","13. Jun 2014","9578","17.1 Years"
"1519892584-2249","https://www.planespotters.net/airline/Delta-Air-Lines?p=17","N942DN","McDonnell Douglas MD-90-30","C16W15Y129","10. Jul 2012","9242","20.4 Years"
"1519892612-2821","https://www.planespotters.net/airline/Delta-Air-Lines?p=6","N977AT","Boeing 717-2BD","C12W15Y83","28. Oct 2013","9541","15.9 Years"
"1519892619-2977","https://www.planespotters.net/airline/Delta-Air-Lines?p=3","N306DN","Airbus A321-211(WL)","C20W29Y143","14. Jul 2016","3006","1.7 Years"
"1519892589-2367","https://www.planespotters.net/airline/Delta-Air-Lines?p=15","N962DL","McDonnell Douglas MD-88","C16W15Y118","27. Jun 1990","962","27.9 Years"
"1519892619-2976","https://www.planespotters.net/airline/Delta-Air-Lines?p=3","N305DN","Airbus A321-211(WL)","C20W29Y143","09. Jun 2016","3005","1.7 Years"
"1519892612-2825","https://www.planespotters.net/airline/Delta-Air-Lines?p=6","N981AT","Boeing 717-2BD","C12W15Y83","08. Dec 2013","9548","15.4 Years"
"1519892602-2627","https://www.planespotters.net/airline/Delta-Air-Lines?p=10","N650DL","Boeing 757-232","F72","01. May 2006
(28. Jun 1989)","650","28.8 Years"
"1519892604-2647","https://www.planespotters.net/airline/Delta-Air-Lines?p=9","N834DN","Boeing 737-932(ER)(WL)","C20W21Y139","26. Feb 2015","3834","3.0 Years"
"1519892604-2653","https://www.planespotters.net/airline/Delta-Air-Lines?p=9","N840DN","Boeing 737-932(ER)(WL)","C20W21Y139","15. May 2015","3840","2.9 Years"
"1519892591-2382","https://www.planespotters.net/airline/Delta-Air-Lines?p=14","N843MH","Boeing 767-432(ER)","C40W28Y178","01. Feb 2002","1819","16.1 Years"
"1519892591-2413","https://www.planespotters.net/airline/Delta-Air-Lines?p=14","N907DE","McDonnell Douglas MD-88","C16W15Y118","28. Oct 1992","9007","25.5 Years"
"1519892622-3033","https://www.planespotters.net/airline/Delta-Air-Lines?p=2","N333NW","Airbus A320-211","C12W18Y120","29. Oct 2008","3233","25.9 Years"
"1519892617-2958","https://www.planespotters.net/airline/Delta-Air-Lines?p=4","N504DN","Airbus A350-941","C32W48Y226","28. Nov 2017","3504","0.3 Years"
"1519892622-3043","https://www.planespotters.net/airline/Delta-Air-Lines?p=2","N343NW","Airbus A320-212","C12W18Y120","29. Oct 2008","3243","25.3 Years"
"1519892594-2436","https://www.planespotters.net/airline/Delta-Air-Lines?p=13","N172DZ","Boeing 767-332(ER)(WL)","C36W32Y143","25. Sep 1998","1702","19.5 Years"
"1519892607-2731","https://www.planespotters.net/airline/Delta-Air-Lines?p=8","N812DN","Boeing 737-932(ER)(WL)","C20W21Y139","12. Dec 2013","3812","4.3 Years"
"1519892584-2243","https://www.planespotters.net/airline/Delta-Air-Lines?p=17","N936DN","McDonnell Douglas MD-90-30","C16W15Y129","06. Jul 2011","9236","21.4 Years"
"1519892596-2499","https://www.planespotters.net/airline/Delta-Air-Lines?p=12","N823DX","Boeing 757-26D(WL)","C20W21Y128","15. Sep 2015
(17. Apr 2015)","6823","13.3 Years"
"1519892604-2685","https://www.planespotters.net/airline/Delta-Air-Lines?p=9","N872DN","Boeing 737-932(ER)(WL)","C20W21Y139","08. Feb 2017","3872","1.1 Years"
"1519892619-2975","https://www.planespotters.net/airline/Delta-Air-Lines?p=3","N304DN","Airbus A321-211(WL)","C20W29Y143","30. Jun 2016","3004","1.7 Years"
"1519892586-2298","https://www.planespotters.net/airline/Delta-Air-Lines?p=16","N999DN","McDonnell Douglas MD-88","C16W15Y118","06. Mar 1992","999","26.2 Years"
